ID,Reference,Hypothesis,Reconstructed
test/UAj1hsXp18c/00006,we mourn women complicated,when more women are happy to date,When more women are happy to date
test/UAj1hsXp18c/00024,where do refugee hearts go,where do refugee cars go,Where do refugee caravans go
test/Bo8YN3oB0Cw/00002,this is what i'm supposed to naturally be able to do,this is what i'm supposed to naturally be able to do,This is what I'm supposed to naturally be able to do
test/Mt0PiXLvYlU/00006,i had no idea what i was going to do if it didn't work,i had no idea what i was going to do if it didn't work,I had no idea what I was going to do if it didn't work
test/vhVWzkbAW4I/00008,we know that every cell has a sex,we know that every cell has a sex,Wino that every cell has a sex
test/48xS00Iy0ac/00003,their faces broadcast their experience,their faces broad cast their experiences,Their faces broadcast their experiences
test/UAinLaT42xY/00001,what makes technology useful and usable,we're making technology usable,We're making technology usable
test/nCg2NcGYu34/00008,i want to warn you about what you're about to go through,are with more new members from mexico,are with more new members from Mexico
test/dYNc3P4jSt4/00008,have inspired a generation of innovators,have inspired a generation of innovators,Have inspired a generation of innovators
test/1PNX6MSdVsk/00011,let me give you a simple commercial example,let me give you a simple demonstration example,Let me give you a simple demonstration example
test/xTkKSJSqUSI/00034,and he grew up essentially in stage one,and he grew up essentially as jack's one,And he grew up essentially as Jack's son
test/9uOMectkCCs/00007,no more charge before use,no more sharks before you,No more sharks before you
test/7ZymFMmpOa0/00002,but in fact they found something very surprising,but in fact he found something very depressing,But in fact he found something very depressing
test/1bnzVjOJ6NM/00007,it told us about hormone replacement therapy,the darkness in my heart with one person but,The darkness in my heart with one person but
test/dYNc3P4jSt4/00007,but it's also an important date for another reason,but it's also an important date for another reason,But it's also an important date for another reason
test/E22icGCvGXk/00004,i got about 3000 emails,i got about 3000 emails,I Got About 3000 Mailes
test/iPE2SiCCo0w/00018,and this became my holy grail my rosetta stone,this became my own career mantra,This became my own career mantra
test/IjbTiRbeNpM/00005,efficiency is for robots,efficiency is for robots,Efficiency is for robots
test/YzGjO5aHShQ/00017,i mean that interface is beautiful,but that interface has beautiful,But that interface has beautiful
test/jcp5vvxtEaU/00011,so it's the demand that brings them to the table,so it's the demand that we attempt to satisfy,So it's the demand that we attempt to satisfy
test/nCg2NcGYu34/00004,he also had 11 children,they also had other choices,They also had other choices
test/YzGjO5aHShQ/00007,designers aspire to be really great designers,designers aspire to be really great designers,Designers aspire to be really great designers
test/psN1DORYYV0/00012,it's the best way to shut people down on an airplane,it's the best way to shut people down on an airplane,It's the best way to shut people down on an airplane
test/9uOMectkCCs/00002,and then something falls off the wall,and then something for us off the wall,And then something for us off the wall
test/l5vZHuAtDZA/00001,well that's going to be a breeding ground for compassion,that's going to be really great for compassion,That's going to be really great for compassion
test/aSavBsX60Ss/00003,so naturally i asked what is african,so nigeria asked what is africa's,So Nigeria asked what is Africa's
test/8VwTZFYSfvw/00001,i don't even know if it's a real job title to be honest,i don't even know this word job title to be honest,I don't even know this werewolf title to be honest
test/0gks6ceq4eQ/00008,and so how does your brain give you that detail,so how does your brain give you that detail,So how does your brain give you that detail
test/LjAsM1vAhW0/00001,the nazis invaded the netherlands,the nazis invaded denmark,The Nazi's invaded Denmark
test/mSHBma0Ithk/00006,when we share ideas we all get more,we wish our ideas we all get more,We wish our ideas we all get more
test/ZJNESMhIxQ0/00005,and one of them said we had a robbery two weeks ago,and one of them said we had a robbery two weeks ago,And one of them said We had a robbery to weeks ago
test/uL5XUwfkxZw/00011,we didn't understand the program,reading an understanding poem,Reading an Understanding Poem
test/q2gO4DKVpa8/00005,i was the first non family investor in amazon,i was the first non family investor in amazon,I was the first non family investor in Amazon
test/jPf0LjZAS14/00010,we need to reinvent labor organizing,we need to reinvent labor organized,We need to reinvent labor organized
test/OzA6jRYjVQs/00008,that even small scale farmers can leverage,that even small scale farmers in africa,That even small scale farmers in Africa
test/wKlMcLTqRLs/00001,why did my child develop autism,why did my child's development arrest,Why did my children's development arrest
test/SFnMTHhKdkw/00008,one year i came up with a bright idea,one year i came up with a bright idea,One year I came up with a bright idea
test/UAj1hsXp18c/00027,my spine curves spiral,my smile curves upward,My smile curves upward
